Date;Map Thumb;Northern Areas;Southern Areas;Wind Speed;Wind Direction;Avalanche Activity;Notes
Friday 2/3/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Wt Elephant
0.0/0"" Fisher";"15-25 G30-40
10 G20 in Cooke";S-W;"Small snowbike triggered slide near Abundance;Skier triggered slide in Lone Mountain backcountry;Skier triggered slide on Fisher Mountain";
Thursday 2/2/23;NA;"0.0/0"" Bridger
0.1/1"" Shower
0.1/1"" Timber";"0.1/1"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.2/2"" Fisher";15 G20-35;NW-W-SW;"Whumpfs in Specimen Creek;Skier triggered slide in Lone Peak backcountry;Snowmobiler triggered on Buck Ridge";
Wednesday 2/1/23;NA;"0.3/7"" Bridger
0.1/2"" Shower
0.1/2"" Lobo";"0.2/3"" Carrot
0.2/3"" Madison
0.1/2"" Wt Elephant
0.1/2"" Fisher";"15-25 G50
10 G25 Cooke";NW-SW;;
Tuesday 1/31/23;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";15-25 G45;SW-NW;"Avalanches and remote trigger, Lionhead;Sympathetic Release of the Football Field;Natural Avalanches, Main Fork and Divide Peak Cirque;Collapsing NW of Cooke City";
Monday 1/30/23;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"10-25
G20-35";NW;"Natural Avalanche near Jack Creek;Cornice Collapse, Beehive;Many large Natural Avalanches at Lionhead";
Sunday 1/29/23;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"5 G15
25G40 Bridger";E-NE;"Large Cracks near Ice climb in Hyalite;Small skier triggered storm slab;Avalanches in Flanders Area;Avalanche along Buck Ridge";
Saturday 1/28/23;NA;"2.2/19"" Bridger
1.2/12"" Shower
1.0/13"" Lookout";"0.5/7"" Carrot
0.6/6"" Black Bear
0.5/5"" Sawtelle
0.4/5"" Fisher";10-20 G35 (Bridger 33-47);W-N (E Bridger);"Many natural slides in Taylor Fork;Avalanches on Woody Ridge;Recent natural avalanche activity in Cooke City;Natural avalanche up Little Bear;Multiple Naturals South of Cooke City;Remote triggered large slide, Buck Creek;Natural avalanches and whumphing, YNP;Many large natural new snow avalanches, Bridger Ridge;Cooke City, recent avalanche photos;Several avalanches in the Goose Lake area;Many Natural Avalanches North of Cooke City;Natural storm snow on surface hoar? in Beehive";AVALANCHE WARNING continues for N. Gallatin, N. Madison, and Bridger Ranges
Friday 1/27/23;NA;"1.3/10"" Bridger
0.6/6"" Shower
0.8/12"" Timber";"0.5/6"" Carrot
0.5/5"" Madison
0.4/2"" Sawtelle
0.4/6"" Fisher";"15 G30
5 G15 Cooke";W-SW;"natural in 2nd Yellow Mule;Skier Triggered avalanche in Lick Ck;Low density new snow, new snow avalanches Round Lake ;Natural avalanche, Silver Falls, Cooke;Many naturals, Cooke City;Remotely triggered avalanche in Fairy Lake;Rider triggered slide on Buck road cut;Avalanche debris and crowns On blackmore;Possible natural avalanche in bridger range ;Large natural on Cedar Mtn.;Natural slide along Jack Creek Road;Large natural in Beehive/GoingHome Chute";"AVALANCHE WARNING issued for N. Gallatin, N. Madison, and Bridger Ranges

2-3' of new snow reported above 9,400' in Cooke City"
Thursday 1/26/23;NA;"0.1/3"" Bridger
0.2/4"" Shower
0.1/5"" Timber";"0.1/2"" Carrot
0.1/1"" Madison
0.0/0"" Sawtelle
0.2/3"" Fisher";15-20 G25-35;W-N;;
Wednesday 1/25/23;NA;"0.2/5"" Bridger
0.3/6"" Shower
0.3/8"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
0.1/2"" Sawtelle
0.3/6"" Fisher";10-15 G20-30;W-NW;;Cooke snow depth is estimated.
Tuesday 1/24/23;NA;"0.0/1"" Bridger
0.1/2"" Shower
0.1/3"" Timber";"0.1/2"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";10-25 G55;W-N;"Cracking and collapsing of wind drifts in Wolverine;Natural avalanche on Silken Falls, Hyalite";
Monday 1/23/23;NA;"0.2/4"" Bridger
0.0/0"" Shower
0.1/2"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Wt Elephant
0.0/0"" Fisher";5-15 G35;NW-NE;Loose Snow Avalanches, Alex Lowe basin;
Sunday 1/22/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.1/1"" Madison
0.1/1"" Wt Elephant
0.0/0"" Fisher";"10-15 G25
20 G35 Bridger";NW-SW;"Loose Snow Avalanches near Blackmore ;Natural avalanches in Lionhead";
Saturday 1/21/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"5-15 G20
25 G35 Bridger/Big Sky";NW-N;"Skier triggered wind slab, Wyoming Bowl near Big Sky;Skier triggered and natural wind slabs in Cooke";
Friday 1/20/23;NA;"0.1/1"" Alpine
0.1/1"" Shower
0.1/1"" Timber";"0.1/2"" Carrot
0.1/1"" Madison
0.1/1"" Sawtelle
0.0/0"" Fisher";5-10 G15-25;"W-NW near Bozeman
N-E elsewhere";Natural avalanche in Flanders cirque;
Thursday 1/19/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.1/1"" Madison
0.1/1"" Sawtelle
0.0/0"" Fisher";10-15 G25;W-SW;;
Wednesday 1/18/23;NA;"0.0/0"" Brackett
0.1/1"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Wt Elephant
0.0/0"" Fisher";5-10 G 20;W-NW;"Snowboarder triggered slide, Saddle Peak;Small avalanche off Two Top;Small, thin wind slabs triggered, Storm Castle Ridge;Whumpf near Sawtelle Peak;Natural avalanche Muddy Creek headwaters;Cornice fall triggered slide to ground";
Tuesday 1/17/23;NA;"0.2/2"" Bridger
0.1/1"" Shower
0.1/1"" Lobo";"0.1/1"" Carrot
0.1/1"" Madison
0.1/1"" Sawtelle
0.1/1"" Fisher";5-10 G20;SW-NW;"Dry loose and small slab avalanches in Cooke;Natural slab avalanche in Cooke;Woody Ridge Natural;Natural and sledder triggered slides, Lionhead";
Monday 1/16/23;NA;"0.2/2"" Brackett
0.2/2"" Shower
0.2/2"" Lone";"0.2/3"" Carrot
0.5/5"" Madison
0.5/5"" Wt Elephant
0.1/1"" Fisher";5-10 G25;W-N;"Natural Avalanche on Miller Ridge;Loose snow avalanches in Alex Lowe Basin";
Sunday 1/15/23;NA;"0.2/2"" Alpine
0.0/0"" Shower
0.1/2"" Timber";"0.3/3"" Carrot
0.1/1"" Madison
0.3/3"" Wt Elephant
0.4/4"" Fisher";"5-15 G15-30
25G35 Hyalite";S-SW;"Surface hoar slide;Snowmachine triggered avalanche on Henderson";
Saturday 1/14/23;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.2/2"" Madison
0.3/3"" Sawtelle
0.0/0"" Fisher";15-30 G30-55;S-W;"Natural Avlanche N Face of Sunset/Wolverine;Cornice triggered slide to ground";
Friday 1/13/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";10-20 G20-40;SW-W;;
Thursday 1/12/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.2/2"" Timber";"0.1/1"" Carrot
0.2/2"" Madison
0.2/2"" Sawtelle
0.2/2"" Fisher";10-20 G35;W-SW;"Small skier triggered windslab in Hyalite;Small wind slab on Elephant Mtn.";
Wednesday 1/11/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.2/2"" Carrot
0.3/3"" Madison
0.4/4"" Sawtelle
0.0/0"" Fisher";5-15 (G25 in Bridgers);E-NE;"Whumpf on Surface hoar at Hebgen;Small avalanches in Beaver Creek";
Tuesday 1/10/23;NA;"0.2/2"" Brackett
0.1/1"" Shower
0.3/3"" Lone";"0.3/3"" Carrot
0.3/3"" Madison
0.3/3"" Sawtelle
0.4/4"" Fisher";10-25 G50;W-SW;"New snow avalanches in Cooke;Natural avalanche S. of Cooke;Snowmobiler Triggered slide Island Park";
Monday 1/9/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.4/4"" Carrot
0.4/4"" Madison
0.5/4"" Wt Elephant
0.4/5"" Fisher";"15-25 
G35-45
51 Cooke";SW-W;"Snowmobile Triggered Avalanche near Lulu Pass;Snowboarder triggered avalanche, E Republic";
Sunday 1/8/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"5-15 G25
(25 G55
BS/Hyalite)";S-SW;"Skier Caught in Wind Slab in Sheep Creek, Cooke;Snowmobile-triggered Avalanche near Chimney Rock;Remotely Triggered avalanche, Lone Mountain Backcountry;Snowmobile Triggered Avalanche, First Yellowmule";
Saturday 1/7/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";5-15 G15-30;SW-W;"Natural Avalanche near Fairy Lake;Snowboarder triggered/caught small slide on Buck Ridge";
Friday 1/6/23;NA;"0.6/6"" Bridger
0.2/3"" Shower
0.2/4"" Great Bear";"0.2/2"" Carrot
0.3/3"" Madison
0.3/2"" Sawtelle
0.2/2"" Fisher";10-15 G15-30;SW-W;"Large natural avalanche on Saddle Peak;Very small skier triggered avalanche in N. Bridgers";
Thursday 1/5/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.1/1"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";10 G20;SW-W;;
Wednesday 1/4/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.1/1"" Carrot
0.0/1"" Madison
0.1/1"" Sawtelle
0.2/2"" Fisher";10-20 G45;W-SW;Skier triggered wind slab near Cooke;
Tuesday 1/3/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";5-15 G40;W-SW;whumpf under high load on south side of Taylor mountain.;Light E-SE wind yesterday
Monday 1/2/23;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"0-10 G20
20 G35 Bridgers";E-NE;"Snowmobile Triggered Avalanche Near Sage Mountain ;Loose snow avalanche Hyalite Canyon, Bobo Like";
Sunday 1/1/23;NA;"0.2/3"" Brackett
0.3/3"" Shower
0.2/3"" Timber";"0.2/3"" Carrot
0.1/1"" Madison
0.1/1"" Wt Elephant
0.1/2"" Fisher";5-15 G15-30;W-NW;"Natural new snow avalanche on Saddle;Small snowmobile triggered slide on Buck Ridge;Natural slides near Cabin Creek";
Saturday 12/31/22;NA;"0.1/2"" Bridger
0.0/0"" Shower
0.2/5"" Timber";"0.4/5"" Carrot
0.4/5"" Madison
0.8/3"" Sawtelle
0.3/6"" Fisher";10-15 G30-40;SW-W;"Dry Loose Avalanches Mt. Blackmore;Cracking and Collapsing - Cabing Creek Divide;Snowmobiler avalanche fatality on Crown Butte;Snowmobiler triggered hard slab avalanche Sheep Mtn.;Snowmobile triggered slab in Lionhead;Whumpf, propagating test result;Storm Slab near Mt. Zimmer Yurt;Multiple Loose Snow and Storm Slab Avalanches at Lionhead";AVALANCHE FATALITY in Cooke City
Friday 12/30/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.1/2"" Carrot
0.4/8"" Black Bear
0.3/5"" Wt Elephant
0.0/0"" Fisher";"15-20 
G30-40
10 G20 in Cooke";SW-W;;
Thursday 12/29/22;NA;"0.1/1"" Brackett
0.2/2"" Shower
0.3/3"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
0.1/1"" Wt Elephant
0.2/2"" Fisher";10-20 G35;W-SW;Natural avalanche near Moose Jaw creek;
Wednesday 12/28/22;NA;"0.6/3"" Alpine
0.4/2"" Shower
1.1/3"" Lone";"1.1/4"" Carrot
1.6/6"" Black Bear
1.2/9"" Wt Elephant
1.1/6"" Fisher";20 G30-55;SW-W;"Natural Avalanche in Sage Basin;Explosive triggered deep slab at Big Sky";AVALANCHE WARNING West Yellowstone and Island Park
Tuesday 12/27/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.1/1"" Madison
0.1/1"" Wt Elephant
0.4/4"" Fisher";20-35 G65;S-SW;Natural avalanche below Saddle Peak;"Rain and snow in the north; snow in the south and wind everywhere. Lone Peak measured 105 mph."
Monday 12/26/22;NA;"0.3/3"" Brackett
0.2/2"" Shower
0.2/2"" Lobo";"0.2/2"" Carrot
0.1/1"" Madison
0.0/0"" Sawtelle
0.4/4"" Fisher";10-25 G55;W-SW;"Collapsing and keeping terrain simple;Intentionally Triggered Avalanche NW of Cooke City;Shooting Cracks NW of Cooke City;Natural large point release north of Bridger";
Sunday 12/25/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.1/1"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.3/3"" Fisher";"15-30
G30-55";W-SW;;
Saturday 12/24/22;NA;"0.5/5"" Brackett
0.4/4"" Shower
0.4/4"" Lone";"0.6/6"" Carrot
0.5/5"" Madison
0.3/4"" Wt Elephant
0.3/3"" Fisher";"15-25 
G25-45";W-SW;Two avalanches on Buck Ridge;
Friday 12/23/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";10-15 G25-30;SW-NW;;Temps climbed overnight to single digits F
Thursday 12/22/22;NA;"0.1/1"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.1/1"" Madison
0.2/2"" Sawtelle
0.0/0"" Fisher";10-20 G30;W-NW;;Overnight lows reached -39F at Bridger Ridge
Wednesday 12/21/22;NA;"0.2/5"" Bridger
0.1/2"" Shower
0.1/3"" Lookout";"0.4/10"" Carrot
0.5/10"" Madison
0.1/4"" Sawtelle
1.0/14"" Fisher";20-40 G63;SW-W;"Natural avalanches on Republic Mtn;Natural avalanches near Cooke and YNP;Natural avalanches in new snow near Cooke";Temps dropped to -10F to -20F in the afternoon.
Tuesday 12/20/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.2/3"" Carrot
0.2/4"" Madison
0.1/2"" Wt Elephant
0.5/6"" Fisher";15-25 G50;W-SW;"Small, cornice triggered avalanche, Beehive;Natural avalanche on Scotch Bonnet";
Monday 12/19/22;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.1/1"" Fisher";10-25 G50;W-SW;Southern Bridger Collapsing;
Sunday 12/18/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.1/1"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";15-30 G45;W-S;;
Saturday 12/17/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.1/2"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"10-20 G25-30
25 G45 in Bridgers";SW-NW;"Natural Wind slabs in Hyalite;Natural wind slab avalanche in northern bridger Range;Small wind slab avalanche, Cooke";
Friday 12/16/22;NA;"0.2/10"" Bridger
0.2/6"" Lick Creek
0.2/8"" Bavaria";"0.2/3"" Carrot
0.0/0"" Madison
0.1/1"" Sawtelle
0.2/3"" Fisher";10-20 G25-40;W-N;"Skier caught and carried on Saddle Peak;Collapsing at Specimen Creek";
Thursday 12/15/22;NA;"0.3/9"" Bridger
0.3/8"" Lick Creek
0.3/6"" Bavaria";"0.2/6"" Carrot
0.1/2"" Madison
0.1/4"" Sawtelle
0.1/1"" Fisher";5-15 G25, G40 Cooke;W-N;;
Wednesday 12/14/22;NA;"0.0/0"" Brackett
0.1/1"" Shower
0.1/1"" Timber";"0.1/1"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.1/1"" Fisher";5-10 G15, G39 in Bridgers;W-N;Small wind slab in 2nd Yellowmule;
Tuesday 12/13/22;NA;"0.1/1"" Bridger
0.2/3"" Shower
0.1/1"" Lobo";"0.2/3"" Carrot
0.1/1"" Madison
0.1/1"" Wt Elephant
0.1/1"" Fisher";5-10 G20;N-E;Natural avalanches near Cooke;
Monday 12/12/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.1/2"" Great Bear";"0.3/3"" Carrot
0.3/3"" Madison
0.6/6"" Wt Elephant
0.1/1"" Fisher";"5 G15
20G35 Bridger";SE-E-NE;;
Sunday 12/11/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.2/2"" Carrot
0.0/0"" Madison
0.1/1"" Wt Elephant
0.2/2"" Fisher";"10-35 
G35-65";S-SW;;
Saturday 12/10/22;NA;"0.4/4"" Bridger
0.2/2"" Shower
0.2/5"" Timber";"0.5/7"" Carrot
0.6/10"" Madison
0.5/11"" Sawtelle
0.4/6"" Fisher";15-30 G35-50;S-W;"Cornice Triggered Avalanche Buck Ridge;Wind Slabs in Bridgers";
Friday 12/9/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.1/1"" Lionhead
0.1/2"" Sawtelle
0.0/0"" Fisher";10-25 G35-45;S-W;"Remote triggered deep slab, Fisher;Small Avalanche Mt. Blackmore";
Thursday 12/8/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Wt Elephant
0.0/0"" Fisher";5-15 G25;W-SW;;
Wednesday 12/7/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.1/1"" Madison
0.0/0"" Wt Elephant
0.2/3"" Fisher";20-30 G55;SW-W;Natural Avalanche, Sunlight Basin;
Tuesday 12/6/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.3/3"" Fisher";15-25 G55;W-SW;"Natural Avalanche, Henderson Bench;Rider Triggered Avalanche, Chimney Rock;Small natural avalanches on Cedar";
Monday 12/5/22;NA;"0.8/8"" Brackett
0.4/5"" Shower
0.6/8"" Lookout";"0.8/8"" Carrot
0.9/6"" Madison
0.9/6"" Wt Elephant
1.1/10"" Fisher";"10-20
G15-35";SW-W;"Two skiers caught in avalanche on Ross Peak;Skier triggered wind-load;Intentional Trigger in the John";
Sunday 12/4/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"10-15 
G25-35";W-SW;Avalanche Henderson Bench (likely snowmobile triggered);
Saturday 12/3/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Wt Elephant
0.0/0"" Fisher";15-25 G40-50;SW-W;"Large Natural on Lionhead, Airplane Bowl;Collapsing on Ernie Miller Ridge;Collapses North of Cooke City;Collapsing in Republic Creek";
Friday 12/2/22;NA;"0.4/8"" Bridger
0.4/5"" Shower
0.2/5"" Timber";"0.7/8"" Carrot
1.9/18"" Madison
1.6/16"" Wt Elephant
1.2/10"" Fisher";20-40 G40-75;S-W-NW;"Large natural avalanches near Cooke City;Numerous large avalanches along Lionhead Ridge;Small windslabs on Mt. Blackmore;Two Natural Avalanches Ernie Miller;Natural on Sheep Mtn, Cooke;Large Natural on Fox, Cooke;Large Natural on Republic Mtn.;Many naturals on Republic Mtn and YNP";"AVALANCHE WARNING for Lionhead and Island Park

Winds shifted to N-W and decreased dramatically overnight"
Thursday 12/1/22;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.4/8"" Lobo";"0.5/6"" Carrot
0.4/4"" Madison
0.3/3"" Sawtelle
1.0/17"" Fisher";15-25 G50;S-W;;@0600
Wednesday 11/30/22;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.0/0"" Timber";"0.2/2"" Carrot
0.2/2"" Madison
0.1/1"" Sawtelle
0.2/2"" Fisher";15-30 G50;SW-NW;;
Tuesday 11/29/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";0-10 G20;W-NW;;
Monday 11/28/22;NA;"0.2/2"" Alpine
0.4/7"" Shower
0.3/6"" Timber";"0.4/7"" Carrot
0.8/10"" Madison
0.6/6"" Wt Elephant
0.8/12"" Fisher";15-35 G70;NW-SW;;Sustained winds averaging 30 mph on Sunday
Sunday 11/27/22;NA;"0.6/4"" Alpine
0.4/4"" Shower
0.2/3"" Lobo";"0.0/0"" Carrot
0.2/2"" Black Bear
0.1/2"" Sawtelle
0.1/1"" Fisher";"15-25 
G30-40";W-SW;"Skier triggered avalanche NE aspect Bridger. ;Skier triggered hard wind slab at Bridger;BSSP Trigger Avalanche - Cold Springs;Kicking wind slabs on Blackmore Trail";
Saturday 11/26/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"15-25
G30-40";SW-W-NW;Skier triggered wind slab east aspect Hyalite;
Friday 11/25/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.2/2"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.1/1"" Fisher";10-15 G30;W-NW;Natural loose snow and rollerballs, Beehive and Bridger;Observers reported strong mid-level winds in the Bridger Range yesterday (11/24)
Thursday 11/24/22;NA;"0.6/7"" Alpine
0.6/7"" Lick Creek
0.5/7"" Timber";"0.3/5"" Carrot
0.2/3"" Madison
0.2/2"" Sawtelle
0.1/2"" Fisher";10 G20;SW-NW;"Small avalanche Lower Nose;Skier triggered avalanche in Beehive;Human-Triggered Avalanche In Bridger Gully;Large natural avalanche on deeper weak layer at Big Sky";
Wednesday 11/23/22;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.2/4"" Timber";"0.3/4"" Carrot
0.2/2"" Black Bear
0.1/2"" Sawtelle
0.2/2"" Fisher";"10-20 
G30-40";"SW-W
NW-Sawtelle";Skier triggered wind slab at Bridger;
Tuesday 11/22/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";10-15 G25;SW-NW;"Explosive triggered hard slabs at Big Sky;Loose snow slides in Beehive";
Monday 11/21/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Wt Elephant
0.0/0"" Fisher";10-15 G25;SW-NW;;
Sunday 11/20/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";15-25;SW-NW;;
Saturday 11/19/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";15-25 G25-40;NW-W;Natural Avalanche in Beehive Basin;
Friday 11/18/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";10-20 G28;W-NW;"Wind slabs mid-slope at Bridger Bowl;Large Natural Avalanche on Hyalite Peak";@5am ridgetop temps -5F to -10F
Thursday 11/17/22;NA;"0.1/2"" Alpine
0.4/13"" Lick Creek
0.1/2"" Lone";"0.1/3"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.1/2"" Fisher";"5-15
G15-30";NW;Small wind slabs at Bridger and Beehive;
Wednesday 11/16/22;NA;"0.0/0"" Brackett
0.1/2"" Shower
0.1/2"" Lone";"0.1/1"" Carrot
0.0/0"" Madison
0.0/0"" 
0.2/3"" Fisher";5-20 G40;W-N;;
Tuesday 11/15/22;NA;"0.1/2"" Brackett
0.3/6"" Shower
0.2/6"" Timber";"0.2/5"" Carrot
0.1/2"" Madison
0.1/2"" Wt Elephant
0.2/3"" Fisher";"10-20 G40
Cooke 15-30 G50";W-NW;;
Monday 11/14/22;NA;"0.0/1"" Bridger
0.1/1"" Shower
0.0/1"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/1"" Fisher";"10-20 
G20-30";NW-N;;
Sunday 11/13/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";10-20 G20-30;W-NW;Natural Avalanche Henderson Mountain;
Saturday 11/12/22;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";5-25 G35;"W-SW
NW Cooke";"Wind slabs on Hyalite Peak;Large collapses near Cooke City;Avalanche Crowns in Tepee Basin";
Friday 11/11/22;NA;"0.1/4"" Bridger
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";"15 G25-35
30 G35 Bridgers";NW-W;Wind Slab triggered on Bradley’s Meadow;
Thursday 11/10/22;NA;"0.2/2"" Brackett
0.0/0"" Shower
0.3/3"" Lone";"0.7/7"" Carrot
0.7/7"" Madison
1.1/10"" Wt Elephant
0.4/4"" Fisher";"10-15 G 25-35 
(50 in Hyalite)";SW-W;Remote triggered wind slab N. Bridgers;
Wednesday 11/9/22;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.1/1"" Lone";"0.5/5"" Carrot
0.6/5"" Madison
1.0/8"" Sawtelle
0.8/6"" Fisher";10-15 G25-35;"S-SE-E
N-Cooke";Remote trigger on Blackmore;
Tuesday 11/8/22;NA;"0.8/8"" Brackett
0.6/6"" Shower
0.8/10"" Lone";"1.2/10"" Carrot
1.5/11"" Madison
1.1/10"" Sawtelle
1.0/12"" Fisher";10-30 G50-60;SE-SW-W;"Small Avalanche in Bridger Bowl;Storm slabs at Bridger Bowl";
Monday 11/7/22;NA;"0.0/0"" Brackett
0.2/2"" Shower
0.1/1"" Timber";"0.1/1"" Carrot
0.0/0"" Madison
0.0/0"" Sawtelle
0.0/0"" Fisher";15-25 G59;SW-SE;;
